"Table_Number","Year","Measure","Age","Remoteness","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"11A.8","2011-12","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Communications operatives","","","CAA (unpublished)","no.","319","52","424","84","89","27","21","22","1039"
"11A.8","2011-12","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Total","","","Derived from CAA (unpublished)","no.","3702","2831","3284","786","909","279","170","136","12095"
"11A.8","2011-12","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Proportion of total salaried personnel","","","Derived from CAA (unpublished)","%","84.9","82.1","84.3","69.8","75.1","78.1","75.7","81.4","81.8"
"11A.8","2011-12","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Per 100 000 population","Students and base level ambulance officers","","Derived from CAA (unpublished); ABS Quarterly Population Estimates (ERP)","rate","7.0","5.1","7.8","8.1","4.5","6.4","7.0","23.6","6.8"
"11A.8","2011-12","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Per 100 000 population","Qualified ambulance officers","","Derived from CAA (unpublished); ABS Quarterly Population Estimates (ERP)","rate","35.8","43.3","51.5","18.5","39.7","38.5","29.3","21.9","39.1"
"11A.8","2011-12","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Per 100 000 population","Total","","Derived from CAA (unpublished); ABS Quarterly Population Estimates (ERP)","rate","42.9","48.4","59.3","26.6","44.2","45.0","36.3","45.5","45.9"
"11A.8","2011-12","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Operational support personnel","","","","CAA (unpublished)","no.","389","262","301","156","164","47","30","12","1362"
"11A.8","2011-12","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Corporate support personnel","","","","CAA (unpublished)","no.","269","356","310","184","137","31","24","19","1331"
"11A.8","2011-12","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Total","","","","Derived from CAA (unpublished)","no.","4360","3449","3895","1126","1210","357","224","167","14788"
"11A.8","2011-12","Human resources","All ages","All areas","","Human resources","Volunteers","Ambulance operatives","","","","Derived from CAA (unpublished)","no.","285","505","118","2704","1255","488","0","0","5355"
"11A.8","2011-12","Human resources","All ages","All areas","","Human resources","Volunteers","Operational / corporate support","","","","CAA (unpublished)","no.","23","0","0","452","182","0","0","0","657"
"11A.8","2011-12","Human resources","All ages","All areas","","Human resources","Volunteers","Total","","","","Derived from CAA (unpublished)","no.","308","505","118","3156","1437","488","0","0","6012"
"11A.8","2011-12","Human resources","All ages","All areas","","Human resources","Community first responders","","","","","CAA (unpublished)","no.","198","411","236","750","37","38","0","0","1670"
"11A.8","2010-11","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Patient transport officers","","","CAA (unpublished)","no.","226","61","176","73","81","19","11","7","653"
"11A.8","2010-11","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Students and base level ambulance officers","","","CAA (unpublished)","no.","611","265","419","149","66","57","24","44","1635"
"11A.8","2010-11","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Qualified ambulance officers","","","CAA (unpublished)","no.","2491","2201","2177","410","648","168","99","51","8244"
"11A.8","2010-11","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Clinical other","","","CAA (unpublished)","no.","58","17","1","2","45","1","0","0","124"
"11A.8","2010-11","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Communications operatives","","","CAA (unpublished)","no.","307","110","423","72","91","27","17","19","1067"
"11A.8","2010-11","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Total","","","Derived from CAA (unpublished)","no.","3693","2654","3196","706","930","272","151","121","11723"
"11A.8","2010-11","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Proportion of total salaried personnel","","","Derived from CAA (unpublished)","%","86.3","80.4","82.9","70.8","74.1","77.9","80.0","78.1","81.5"
"11A.8","2010-11","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Per 100 000 population","Students and base level ambulance officers","","Derived from CAA (unpublished); ABS Quarterly Population Estimates (ERP)","rate","8.5","4.8","9.4","6.4","4.0","11.2","6.6","19.1","7.4"
"11A.8","2010-11","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Per 100 000 population","Qualified ambulance officers","","Derived from CAA (unpublished); ABS Quarterly Population Estimates (ERP)","rate","34.7","40.0","49.1","17.7","39.7","32.9","27.2","22.1","37.2"
"11A.8","2010-11","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Per 100 000 population","Total","","Derived from CAA (unpublished); ABS Quarterly Population Estimates (ERP)","rate","43.2","44.9","58.5","24.1","43.7","44.1","33.7","41.3","44.6"
"11A.8","2010-11","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Operational support personnel","","","","CAA (unpublished)","no.","303","284","309","139","171","46","17","15","1284"
"11A.8","2010-11","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Corporate support personnel","","","","CAA (unpublished)","no.","286","363","348","152","155","31","21","19","1374"
"11A.8","2010-11","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Total","","","","Derived from CAA (unpublished)","no.","4281","3301","3853","997","1256","349","189","155","14381"
"11A.8","2010-11","Human resources","All ages","All areas","","Human resources","Volunteers","Ambulance operatives","","","","Derived from CAA (unpublished)","no.","303","460","132","2882","1127","457","0","0","5361"
"11A.8","2010-11","Human resources","All ages","All areas","","Human resources","Volunteers","Operational / corporate support","","","","CAA (unpublished)","no.","23","0","0","287","182","0","0","0","492"
"11A.8","2010-11","Human resources","All ages","All areas","","Human resources","Volunteers","Total","","","","Derived from CAA (unpublished)","no.","326","460","132","3169","1309","457","0","0","5853"
"11A.8","2010-11","Human resources","All ages","All areas","","Human resources","Community first responders","","","","","CAA (unpublished)","no.","212","483","224","576","43","67","0","0","1605"
"11A.9","2019","Enrolments","All ages","All areas","","Enrolments","Total student enrolments","","","","","CAA (unpublished)","no.","1788","2313","2820","1037","340","174","201","..","8673"
"11A.9","2019","Enrolments","All ages","All areas","","Enrolments","Students enrolled in final year","","","","","CAA (unpublished)","no.","522","561","589","364","97","87","60","..","2280"
"11A.9","2019","Enrolments","All ages","All areas","","Enrolments","Total student enrolments","per million population","","","","Derived from CAA (unpublished); ABS Australian Demographic Statistics","rate","221.0","350.7","553.5","395.5","194.1","325.7","471.0","..","341.9"
"11A.9","2019","Enrolments","All ages","All areas","","Enrolments","Students enrolled in final year","per million population","","","","Derived from CAA (unpublished); ABS Australian Demographic Statistics","rate","64.5","85.1","115.6","138.8","55.4","162.8","140.6","..","89.9"
"11A.9","2018","Enrolments","All ages","All areas","","Enrolments","Total student enrolments","","","","","CAA (unpublished)","no.","1117","2049","2810","855","299","150","185","..","7465"
"11A.9","2018","Enrolments","All ages","All areas","","Enrolments","Students enrolled in final year","","","","","CAA (unpublished)","no.","373","543","769","284","103","101","55","..","2228"
"11A.9","2018","Enrolments","All ages","All areas","","Enrolments","Total student enrolments","per million population","","","","Derived from CAA (unpublished); ABS Australian Demographic Statistics","rate","139.8","317.2","560.6","329.4","172.2","284.0","439.5","..","298.7"
"11A.9","2018","Enrolments","All ages","All areas","","Enrolments","Students enrolled in final year","per million population","","","","Derived from CAA (unpublished); ABS Australian Demographic Statistics","rate","46.7","84.1","153.4","109.4","59.3","191.3","130.7","..","89.1"
"11A.9","2017","Enrolments","All ages","All areas","","Enrolments","Total student enrolments","","","","","CAA (unpublished)","no.","1062","2080","2950","773","350","106","190","..","7511"
"11A.9","2017","Enrolments","All ages","All areas","","Enrolments","Students enrolled in final year","","","","","CAA (unpublished)","no.","316","613","884","174","108","45","41","..","2181"
"11A.9","2017","Enrolments","All ages","All areas","","Enrolments","Total student enrolments","per million population","","","","Derived from CAA (unpublished); ABS Australian Demographic Statistics","rate","135.1","328.9","598.6","299.6","203.1","203.5","463.1","..","305.3"
"11A.9","2017","Enrolments","All ages","All areas","","Enrolments","Students enrolled in final year","per million population","","","","Derived from CAA (unpublished); ABS Australian Demographic Statistics","rate","40.2","96.9","179.4","67.4","62.7","86.4","99.9","..","88.7"
"11A.9","2016","Enrolments","All ages","All areas","","Enrolments","Total student enrolments","","","","","CAA (unpublished)","no.","1087","2179","2960","767","356","109","262","..","7720"
"11A.9","2016","Enrolments","All ages","All areas","","Enrolments","Students enrolled in final year","","","","","CAA (unpublished)","no.","315","602","662","175","109","51","51","..","1965"
"11A.9","2016","Enrolments","All ages","All areas","","Enrolments","Total student enrolments","per million population","","","","Derived from CAA (unpublished); ABS Australian Demographic Statistics","rate","140.6","353.0","610.9","300.1","207.8","210.6","650.0","..","319.1"
"11A.9","2016","Enrolments","All ages","All areas","","Enrolments","Students enrolled in final year","per million population","","","","Derived from CAA (unpublished); ABS Australian Demographic Statistics","rate","40.7","97.5","136.6","68.5","63.6","98.5","126.5","..","81.2"
"11A.9","2015","Enrolments","All ages","All areas","","Enrolments","Total student enrolments","","","","","CAA (unpublished)","no.","922","2282","2335","453","432","106","281","..","6811"
"11A.9","2015","Enrolments","All ages","All areas","","Enrolments","Students enrolled in final year","","","","","CAA (unpublished)","no.","154","585","431","154","173","0","38","..","1535"
"11A.9","2015","Enrolments","All ages","All areas","","Enrolments","Total student enrolments","per million population","","","","Derived from CAA (unpublished); ABS Australian Demographic Statistics","rate","121.1","378.9","488.7","178.3","254.0","205.8","709.9","..","286.0"
"11A.9","2015","Enrolments","All ages","All areas","","Enrolments","Students enrolled in final year","per million population","","","","Derived from CAA (unpublished); ABS Australian Demographic Statistics","rate","20.2","97.1","90.2","60.6","101.7","0","96.0","..","64.5"
"11A.9","2014","Enrolments","All ages","All areas","","Enrolments","Total student enrolments","","","","","CAA (unpublished)","no.","804","2229","1979","761","349","90","160","..","6372"
"11A.9","2014","Enrolments","All ages","All areas","","Enrolments","Students enrolled in final year","","","","","CAA (unpublished)","no.","134","413","302","269","99","0","36","..","1253"
"11A.9","2014","Enrolments","All ages","All areas","","Enrolments","Total student enrolments","per million population","","","","Derived from CAA (unpublished); ABS Australian Demographic Statistics","rate","107.1","378.1","419.3","302.3","206.9","175.2","411.5","..","271.4"
"11A.9","2014","Enrolments","All ages","All areas","","Enrolments","Students enrolled in final year","per million population","","","","Derived from CAA (unpublished); ABS Australian Demographic Statistics","rate","17.8","70.1","64.0","106.8","58.7","0","92.6","..","53.4"
"11A.9","2013","Enrolments","All ages","All areas","","Enrolments","Total student enrolments","","","","","CAA (unpublished)","no.","736","2043","1796","671","417","100","108","..","5871"
"11A.9","2013","Enrolments","All ages","All areas","","Enrolments","Students enrolled in final year","","","","","CAA (unpublished)","no.","210","144","362","75","149","44","0","..","984"
"11A.9","2013","Enrolments","All ages","All areas","","Enrolments","Total student enrolments","per million population","","","","Derived from CAA (unpublished); ABS Australian Demographic Statistics","rate","99.4","353.9","386.0","269.8","249.5","195.2","281.8","..","253.8"
"11A.9","2013","Enrolments","All ages","All areas","","Enrolments","Students enrolled in final year","per million population","","","","Derived from CAA (unpublished); ABS Australian Demographic Statistics","rate","28.4","24.9","77.8","30.2","89.1","85.9","0","..","42.5"
"11A.10","2019-20","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Labour costs","","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","712484","777817","689278","185510","238028","79972","49015","29296","2761400"
"11A.10","2019-20","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Capital costs","Depreciation","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","96749","101853","39757","17160","13773","3039","4071","1542","277944"
"11A.10","2019-20","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Capital costs","User cost of capital - Other assets","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","51119","50133","31533","13778","9939","2248","2974","268","161992"
"11A.10","2019-20","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Other costs","","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","277036","307593","169773","92150","79893","28619","25229","8082","988375"
"11A.10","2019-20","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Total","","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","1137388","1237396","930341","308598","341633","113878","81289","39188","4189711"
"11A.10","2019-20","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Per person in the population","","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS Quarterly Population Estimates (ERP)","$","139.92","186.04","181.35","116.93","194.20","212.06","190.19","160.11","164.16"
"11A.10","2019-20","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Other expenses","Payroll tax","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","0","0","0","0","0","0","0","0","0"
"11A.10","2019-20","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Other expenses","User cost of capital - Land","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","13340","9709","9727","2343","1359","959","1013","25","38475"
"11A.10","2019-20","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Other expenses","Interest on borrowings","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","0","6866","0","0","342","0","0","0","7208"
"11A.10","2018-19","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Labour costs","","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","676145","764061","610608","177001","241864","69499","40065","27955","2607198"
"11A.10","2018-19","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Capital costs","Depreciation","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","30027","43577","38856","19110","12743","2292","3072","1550","151227"
"11A.10","2018-19","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Capital costs","User cost of capital - Other assets","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","32302","27039","30105","13253","9000","1877","2791","289","116654"
"11A.10","2018-19","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Other costs","","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","328519","342056","169713","81295","87858","24204","13778","8333","1055757"
"11A.10","2018-19","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Total","","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","1066994","1176733","849282","290659","351464","97872","59706","38127","3930836"
"11A.10","2018-19","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Per person in the population","","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS Quarterly Population Estimates (ERP)","$","132.61","180.30","168.08","111.52","201.67","184.13","140.88","155.08","156.11"
"11A.10","2018-19","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Other expenses","Payroll tax","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","0","0","0","0","0","0","0","0","0"
"11A.10","2018-19","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Other expenses","User cost of capital - Land","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","11875","9722","9606","2301","1381","866","923","25","36698"
"11A.10","2018-19","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Other expenses","Interest on borrowings","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","0","0","0","0","110","0","0","0","110"
"11A.10","2017-18","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Labour costs","","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","650320","709571","569380","173462","234234","60582","37503","27365","2462418"
"11A.10","2017-18","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Capital costs","Depreciation","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","24258","40442","40965","17416","13431","3102","3141","1757","144513"
"11A.10","2017-18","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Capital costs","User cost of capital - Other assets","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","29310","26575","30809","13026","9799","1995","2665","320","114498"
"11A.10","2017-18","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Other costs","","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","321001","338934","167582","76409","79702","20280","12490","7949","1024347"
"11A.10","2017-18","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Total","","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","1024889","1115523","808736","280314","337166","85959","55799","37391","3745776"
"11A.10","2017-18","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Per person in the population","","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS Quarterly Population Estimates (ERP)","$","129.49","174.69","162.89","108.45","195.11","163.83","134.16","151.55","151.22"
"11A.10","2017-18","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Other expenses","Payroll tax","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","0","0","0","0","0","0","0","0","0"
"11A.10","2017-18","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Other expenses","User cost of capital - Land","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","11298","9176","9339","2207","1388","816","583","26","34833"
"11A.10","2017-18","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Other expenses","Interest on borrowings","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","na","na","na","na","104","0","na","na","104"
"11A.10","2016-17","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Labour costs","","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","610127","641620","497025","168107","221206","52739","33739","26847","2251411"
"11A.10","2016-17","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Capital costs","Depreciation","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","21426","33380","37291","16268","11242","2827","2007","1577","126018"
"11A.10","2016-17","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Capital costs","User cost of capital - Other assets","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","25486","25383","30096","12526","6352","2043","1727","300","103913"
"11A.10","2016-17","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Other costs","","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","281448","305687","171304","72244","79599","18621","15019","7090","951013"
"11A.10","2016-17","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Total","","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","938487","1006070","735716","269146","318399","76231","52492","35813","3432355"
"11A.10","2016-17","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Per person in the population","","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS Quarterly Population Estimates (ERP)","$","120.35","161.12","150.65","104.82","185.44","146.87","129.16","146.15","140.75"
"11A.10","2016-17","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Other expenses","Payroll tax","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","0","0","0","0","0","0","0","0","0"
"11A.10","2016-17","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Other expenses","User cost of capital - Land","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","10601","8534","9159","2242","1627","653","648","26","33491"
"11A.10","2016-17","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Other expenses","Interest on borrowings","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","0","0","0","0","64","0","0","0","64"
"11A.10","2015-16","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Labour costs","","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","681060","576906","482817","159642","199996","51314","33481","21571","2206786"
"11A.10","2015-16","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Capital costs","Depreciation","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","22232","28673","39013","15497","11173","2795","1561","1261","122205"
"11A.10","2015-16","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Capital costs","User cost of capital - Other assets","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","19471","23497","27701","11205","5550","2231","1375","269","91299"
"11A.10","2015-16","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Other costs","","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","232785","232038","164416","70504","71854","17326","13883","6739","809546"
"11A.10","2015-16","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Total","","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","955548","861115","713947","256848","288573","73666","50299","29840","3229836"
"11A.10","2015-16","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Per person in the population","","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS Quarterly Population Estimates (ERP)","$","124.56","141.33","148.59","100.81","169.16","142.85","126.10","122.25","134.66"
"11A.10","2015-16","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Other expenses","Payroll tax","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","0","0","0","0","0","0","0","0","0"
"11A.10","2015-16","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Other expenses","User cost of capital - Land","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","10490","7539","9385","2719","1484","633","622","27","32900"
"11A.10","2015-16","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Other expenses","Interest on borrowings","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","0","0","0","0","51","12","0","0","63"
"11A.10","2014-15","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Labour costs","","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","645692","501025","458044","147153","179728","48820","31255","20454","2032171"
"11A.10","2014-15","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Capital costs","Depreciation","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","19449","27913","35365","15444","9908","2909","1391","1474","113855"
"11A.10","2014-15","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Capital costs","User cost of capital - Other assets","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","17077","21007","27481","9666","4995","2112","979","242","83559"
"11A.10","2014-15","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Other costs","","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","259185","231914","143747","68095","70856","16819","14386","6494","811495"
"11A.10","2014-15","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Total","","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","941403","781859","664637","240359","265487","70661","48011","28664","3041081"
"11A.10","2014-15","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Per person in the population","","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS Quarterly Population Estimates (ERP)","$","124.49","131.24","140.00","95.06","156.80","137.46","122.48","118.08","128.64"
"11A.10","2014-15","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Other expenses","Payroll tax","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","0","0","0","0","0","0","0","0","0"
"11A.10","2014-15","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Other expenses","User cost of capital - Land","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","10624","6674","9051","2754","1503","618","630","26","31881"
"11A.10","2014-15","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Other expenses","Interest on borrowings","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","0","0","0","0","0","0","0","0","0"
"11A.10","2013-14","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Labour costs","","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","579461","442915","427092","139604","181045","48315","30370","19491","1868292"
"11A.10","2013-14","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Capital costs","Depreciation","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","19127","32234","38943","15254","9746","3103","1264","1837","121508"
"11A.10","2013-14","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Capital costs","User cost of capital - Other assets","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","13726","20111","28773","9127","4943","2176","865","289","80011"
